NP_414776_1	NC_000913.3	260099	259044
NP_415449_1	NC_000913.3	986981	985893
NP_415895_1	NC_000913.3	1436892	1435759
NP_416719_1	NC_000913.3	2312748	2311645
YP_009518782_1	NC_000913.3	1546027	1545737
NP_416270_1	NC_000913.3	1838746	1839399
NP_418456_1	NC_000913.3	4243515	4242625
NP_418458_1	NC_000913.3	4246418	4245228
NP_418459_1	NC_000913.3	4246783	4247898
NP_418457_1	NC_000913.3	4245074	4243530
NP_418460_1	NC_000913.3	4247970	4249310
NP_418634_1	NC_000913.3	4436564	4434621
NP_417312_1	NC_000913.3	2973861	2972668
NP_417313_1	NC_000913.3	2976013	2973854
NP_418009_2	NC_000913.3	3717309	3718283
NP_416602_1	NC_000913.3	2180094	2181098
NP_414980_2	NC_000913.3	467411	468229
NP_415652_1	NC_000913.3	1194287	1193826
NP_414928_2	NC_000913.3	410143	411051
NP_415684_1	NC_000913.3	1216368	1216634
NP_416289_1	NC_000913.3	1860228	1858849
NP_415529_1	NC_000913.3	1071764	1070964
NP_414722_1	NC_000913.3	202100	202555
NP_415474_1	NC_000913.3	1016469	1015951
NP_414881_1	NC_000913.3	368610	370274
NP_416604_1	NC_000913.3	2182780	2182034
NP_416141_4	NC_000913.3	1704307	1703267
NP_416606_1	NC_000913.3	2184515	2183715
NP_416607_1	NC_000913.3	2185300	2184512
NP_417096_1	NC_000913.3	2743624	2744106
YP_026228_1	NC_000913.3	3716546	3717205
NP_415611_1	NC_000913.3	1150669	1151403
NP_416136_1	NC_000913.3	1698039	1697272
NP_417378_1	NC_000913.3	3045900	3045157
NP_418670_1	NC_000913.3	4474052	4473339
NP_415613_1	NC_000913.3	1151938	1153179
NP_416826_1	NC_000913.3	2441604	2440384
NP_415915_1	NC_000913.3	1460892	1462097
NP_417321_2	NC_000913.3	2985591	2984410
NP_415760_1	NC_000913.3	1302898	1303818
NP_415761_1	NC_000913.3	1303833	1304741
NP_415763_1	NC_000913.3	1305763	1306767
YP_025300_1	NC_000913.3	1304753	1305766
NP_415845_2	NC_000913.3	1393226	1394839
NP_415904_3	NC_000913.3	1451348	1449075
NP_417078_4	NC_000913.3	2719222	2719920
NP_418045_4	NC_000913.3	3756510	3754972
NP_416603_1	NC_000913.3	2181095	2182060
NP_414819_1	NC_000913.3	301886	300930
NP_414820_1	NC_000913.3	302572	301883
NP_417357_1	NC_000913.3	3021315	3024185
NP_416749_4	NC_000913.3	2360151	2358862
NP_414544_1	NC_000913.3	2800	3732
NP_414545_1	NC_000913.3	3733	5019
NP_417586_1	NC_000913.3	3265016	3263685
NP_415710_1	NC_000913.3	1243079	1242165
NP_415759_1	NC_000913.3	1301181	1302812
NP_417492_1	NC_000913.3	3167717	3166110
NP_418687_1	NC_000913.3	4493350	4492586
NP_418686_1	NC_000913.3	4492524	4491205
NP_414701_1	NC_000913.3	179152	178454
NP_417188_4	NC_000913.3	2829812	2830777
NP_417664_1	NC_000913.3	3341265	3342251
NP_415612_1	NC_000913.3	1151614	1151850
NP_418241_1	NC_000913.3	3978600	3979952
YP_026257_1	NC_000913.3	3977524	3978603
NP_416437_1	NC_000913.3	2006155	2007642
NP_416442_1	NC_000913.3	2010599	2011078
NP_418028_1	NC_000913.3	3737496	3739526
NP_417377_1	NC_000913.3	3043661	3045100
NP_415818_1	NC_000913.3	1365549	1366814
NP_417148_1	NC_000913.3	2792734	2794014
NP_415961_1	NC_000913.3	1515577	1517001
NP_417149_1	NC_000913.3	2794252	2795652
NP_416725_1	NC_000913.3	2323446	2324108
NP_416726_1	NC_000913.3	2324108	2324758
NP_416728_1	NC_000913.3	2326108	2327292
NP_416844_1	NC_000913.3	2460468	2459158
YP_026272_1	NC_000913.3	4028771	4027608
NP_416727_1	NC_000913.3	2324755	2326077
NP_414885_1	NC_000913.3	372920	373870
NP_415757_1	NC_000913.3	1298120	1295445
NP_417484_1	NC_000913.3	3155354	3156517
NP_414727_1	NC_000913.3	208620	209579
NP_417722_1	NC_000913.3	3405916	3407265
NP_416819_1	NC_000913.3	2433925	2433011
NP_417721_1	NC_000913.3	3405435	3405905
NP_414869_1	NC_000913.3	352705	354591
NP_418493_1	NC_000913.3	4287370	4285412
NP_415637_1	NC_000913.3	1178592	1179503
NP_415640_2	NC_000913.3	1181724	1181263
NP_418231_1	NC_000913.3	3967915	3969018
NP_417673_1	NC_000913.3	3347965	3348237
YP_026278_1	NC_000913.3	4142220	4139719
NP_415205_1	NC_000913.3	703943	705889
NP_416910_1	NC_000913.3	2533763	2534020
NP_416911_1	NC_000913.3	2534065	2535792
NP_415619_1	NC_000913.3	1157868	1159301
NP_416912_1	NC_000913.3	2535833	2536342
NP_418394_3	NC_000913.3	4156012	4156788
NP_417295_1	NC_000913.3	2949241	2950572
NP_418127_1	NC_000913.3	3852783	3851095
NP_418217_1	NC_000913.3	3952200	3952463
NP_414620_1	NC_000913.3	87356	87847
YP_025294_2	NC_000913.3	85629	87353
NP_418126_1	NC_000913.3	3851091	3850801
NP_416363_1	NC_000913.3	1930880	1932058
NP_416799_1	NC_000913.3	2413469	2414671
NP_417585_2	NC_000913.3	3263659	3262451
NP_416923_1	NC_000913.3	2545772	2546668
NP_418242_1	NC_000913.3	3979955	3980695
NP_416331_1	NC_000913.3	1902047	1903018
NP_416332_1	NC_000913.3	1903081	1903881
NP_416333_4	NC_000913.3	1903894	1904745
NP_416924_1	NC_000913.3	2546672	2548096
NP_417691_4	NC_000913.3	3372573	3371083
NP_418699_4	NC_000913.3	4504057	4505274
NP_418731_2	NC_000913.3	4539500	4538784
NP_417692_1	NC_000913.3	3373575	3372682
NP_416210_4	NC_000913.3	1777195	1778346
NP_414581_1	NC_000913.3	40385	39243
NP_414756_2	NC_000913.3	243302	240858
NP_418608_6	NC_000913.3	4414274	4415899
NP_415609_1	NC_000913.3	1148758	1149711
NP_418392_1	NC_000913.3	4154846	4153695
NP_417666_1	NC_000913.3	3342835	3343410
NP_417667_1	NC_000913.3	3343379	3343936
NP_417668_1	NC_000913.3	3343943	3344668
NP_418683_4	NC_000913.3	4487317	4488399
NP_418682_1	NC_000913.3	4486217	4487317
NP_414660_1	NC_000913.3	131614	134211
NP_415292_2	NC_000913.3	803502	805763
NP_415792_1	NC_000913.3	1335830	1338505
NP_416262_1	NC_000913.3	1831981	1830761
NP_417818_1	NC_000913.3	3490179	3488959
NP_415608_2	NC_000913.3	1147620	1148690
NP_415421_1	NC_000913.3	949667	950257
NP_416327_1	NC_000913.3	1896169	1896747
NP_417058_1	NC_000913.3	2700997	2700617
NP_417932_1	NC_000913.3	3612968	3613555
NP_416050_4	NC_000913.3	1621136	1620237
NP_416468_1	NC_000913.3	2029538	2030458
NP_417073_1	NC_000913.3	2715422	2716009
NP_418491_1	NC_000913.3	4284901	4283252
NP_415400_1	NC_000913.3	920346	922292
NP_416140_1	NC_000913.3	1702232	1703233
NP_415614_1	NC_000913.3	1153299	1154108
NP_415615_1	NC_000913.3	1154111	1155133
NP_417819_1	NC_000913.3	3490828	3490265
NP_416326_1	NC_000913.3	1894804	1896165
NP_418121_1	NC_000913.3	3843963	3845729
NP_418111_1	NC_000913.3	3828944	3830335
NP_418120_2	NC_000913.3	3843788	3842454
NP_418170_1	NC_000913.3	3896608	3895271
NP_415007_1	NC_000913.3	497174	497818
NP_414662_1	NC_000913.3	135581	134787
NP_418250_1	NC_000913.3	3991152	3993698
NP_416666_1	NC_000913.3	2254144	2252894
NP_416894_1	NC_000913.3	2513041	2514243
NP_416901_1	NC_000913.3	2523984	2522728
NP_417439_4	NC_000913.3	3105713	3106969
NP_414945_1	NC_000913.3	432012	431128
NP_414571_1	NC_000913.3	27292	28206
NP_417506_1	NC_000913.3	3177909	3177280
NP_417856_1	NC_000913.3	3526148	3525588
NP_415002_1	NC_000913.3	491411	491962
NP_416564_4	NC_000913.3	2135651	2133489
NP_417230_1	NC_000913.3	2873991	2873386
NP_415649_1	NC_000913.3	1191985	1190615
NP_418598_1	NC_000913.3	4404686	4405984
NP_415203_1	NC_000913.3	702750	701602
NP_414652_1	NC_000913.3	118732	119283
NP_415388_1	NC_000913.3	904912	905742
NP_416930_1	NC_000913.3	2552351	2553220
NP_417294_4	NC_000913.3	2949009	2947756
NP_418590_1	NC_000913.3	4396064	4397401
NP_415625_1	NC_000913.3	1164094	1165119
NP_414967_1	NC_000913.3	453544	452069
NP_418076_1	NC_000913.3	3793986	3794918
NP_415108_1	NC_000913.3	601958	603334
NP_416873_1	NC_000913.3	2490185	2489241
NP_417412_1	NC_000913.3	3083796	3082876
NP_417490_1	NC_000913.3	3163480	3162743
NP_418393_1	NC_000913.3	4155000	4156004
NP_418434_1	NC_000913.3	4207531	4205942
NP_415055_1	NC_000913.3	552593	551526
NP_415056_1	NC_000913.3	553099	552590
NP_414658_1	NC_000913.3	127911	129335
NP_414838_2	NC_000913.3	320000	318675
NP_415254_1	NC_000913.3	758705	761506
NP_415255_1	NC_000913.3	761521	762738
NP_417082_1	NC_000913.3	2725745	2724447
NP_417911_4	NC_000913.3	3593436	3592723
NP_417912_1	NC_000913.3	3594205	3593438
NP_417913_1	NC_000913.3	3595479	3594202
NP_417914_1	NC_000913.3	3596402	3595476
YP_026223_1	NC_000913.3	3599657	3598554
NP_415806_1	NC_000913.3	1352633	1351827
NP_415810_1	NC_000913.3	1357109	1355466
YP_026282_1	NC_000913.3	4318763	4318005
NP_416000_1	NC_000913.3	1558037	1557111
NP_416001_1	NC_000913.3	1559016	1558030
NP_416002_1	NC_000913.3	1559909	1559013
NP_416003_1	NC_000913.3	1560928	1559906
NP_416004_1	NC_000913.3	1562480	1560930
NP_417997_1	NC_000913.3	3702867	3701863
NP_417998_1	NC_000913.3	3703847	3702864
NP_418000_1	NC_000913.3	3705789	3704770
NP_418001_1	NC_000913.3	3707704	3706097
NP_417999_1	NC_000913.3	3704760	3703858
NP_416005_1	NC_000913.3	1563075	1562494
NP_414634_1	NC_000913.3	102232	103152
NP_414915_1	NC_000913.3	400922	399828
NP_415841_4	NC_000913.3	1388929	1389894
NP_415708_1	NC_000913.3	1238878	1239948
NP_418477_1	NC_000913.3	4265781	4266860
NP_418629_1	NC_000913.3	4429863	4431275
YP_026258_1	NC_000913.3	3980886	3982271
NP_414548_1	NC_000913.3	7958	6528
NP_415391_1	NC_000913.3	909293	908292
NP_417046_1	NC_000913.3	2685506	2684253
NP_416793_1	NC_000913.3	2407560	2408777
NP_416880_1	NC_000913.3	2498294	2497056
NP_418760_1	NC_000913.3	4571573	4570161
NP_414890_1	NC_000913.3	379570	378461
NP_416285_1	NC_000913.3	1855970	1854990
NP_417719_1	NC_000913.3	3403483	3404457
NP_415995_4	NC_000913.3	1553837	1552827
NP_414859_1	NC_000913.3	342883	343932
NP_415141_1	NC_000913.3	642087	643325
NP_418690_4	NC_000913.3	4496208	4495189
NP_415903_4	NC_000913.3	1447518	1449017
NP_415816_1	NC_000913.3	1362742	1364229
NP_418510_1	NC_000913.3	4309468	4308488
NP_418512_1	NC_000913.3	4312041	4311106
NP_418511_1	NC_000913.3	4310979	4309447
NP_418508_1	NC_000913.3	4307798	4306869
NP_418514_1	NC_000913.3	4313349	4313798
NP_415049_1	NC_000913.3	545291	544056
NP_415045_1	NC_000913.3	539146	540507
NP_415044_4	NC_000913.3	537632	539086
NP_418509_1	NC_000913.3	4308477	4307782
NP_414743_1	NC_000913.3	229166	229969
NP_416295_1	NC_000913.3	1865635	1864781
NP_417311_1	NC_000913.3	2971596	2972636
NP_417474_1	NC_000913.3	3147896	3148936
NP_417485_4	NC_000913.3	3156622	3157449
NP_418380_4	NC_000913.3	4139034	4137931
NP_417562_1	NC_000913.3	3243313	3241826
NP_417875_1	NC_000913.3	3550069	3547985
NP_417690_1	NC_000913.3	3371035	3370346
NP_417689_4	NC_000913.3	3370349	3369474
YP_026269_1	NC_000913.3	4018854	4019609
NP_418364_1	NC_000913.3	4119329	4118844
YP_026162_2	NC_000913.3	1983539	1982553
NP_418422_1	NC_000913.3	4196098	4194203
NP_416489_1	NC_000913.3	2055060	2056514
NP_414772_1	NC_000913.3	255715	254258
NP_415452_1	NC_000913.3	990621	993233
NP_417018_4	NC_000913.3	2656357	2655074
NP_418681_1	NC_000913.3	4485950	4484439
YP_026169_1	NC_000913.3	2661530	2660316
NP_416157_1	NC_000913.3	1719601	1718492
NP_415321_1	NC_000913.3	835247	836209
NP_415779_1	NC_000913.3	1321383	1319788
NP_415780_1	NC_000913.3	1322945	1321383
NP_416188_1	NC_000913.3	1753829	1751727
NP_414591_1	NC_000913.3	51221	50379
NP_416352_4	NC_000913.3	1922968	1922312
NP_417214_1	NC_000913.3	2859759	2860415
NP_417366_1	NC_000913.3	3035173	3033656
NP_418553_1	NC_000913.3	4354716	4353199
NP_414754_1	NC_000913.3	240188	239418
NP_417531_1	NC_000913.3	3204693	3205310
NP_415488_1	NC_000913.3	1030063	1030341
NP_414948_1	NC_000913.3	433454	434557
NP_417213_1	NC_000913.3	2857092	2859653
NP_417282_1	NC_000913.3	2935583	2937358
NP_414604_1	NC_000913.3	68336	66834
NP_416413_1	NC_000913.3	1985068	1983554
NP_416414_1	NC_000913.3	1986127	1985138
NP_417251_2	NC_000913.3	2897869	2896532
NP_417318_1	NC_000913.3	2982181	2980763
NP_418114_4	NC_000913.3	3835928	3834546
NP_416045_1	NC_000913.3	1617027	1618217
NP_416174_1	NC_000913.3	1737289	1736120
NP_417196_1	NC_000913.3	2840989	2842413
NP_418178_1	NC_000913.3	3905596	3903719
YP_026182_1	NC_000913.3	2839523	2840980
NP_418530_1	NC_000913.3	4325164	4324376
NP_415381_1	NC_000913.3	900574	899843
NP_415382_1	NC_000913.3	901533	900865
NP_415383_1	NC_000913.3	902249	901533
NP_415385_1	NC_000913.3	903733	903005
NP_416809_1	NC_000913.3	2424508	2423735
NP_416810_1	NC_000913.3	2425232	2424516
NP_416811_1	NC_000913.3	2425915	2425229
NP_416813_1	NC_000913.3	2427790	2427008
NP_418520_1	NC_000913.3	4317894	4317214
NP_417736_2	NC_000913.3	3421324	3422427
NP_417737_1	NC_000913.3	3422435	3423193
YP_026209_1	NC_000913.3	3420133	3421314
NP_415384_1	NC_000913.3	902987	902256
NP_418539_1	NC_000913.3	4337030	4335693
NP_418565_1	NC_000913.3	4370411	4369155
NP_417413_1	NC_000913.3	3085910	3083934
NP_418541_2	NC_000913.3	4340520	4338253
NP_416122_1	NC_000913.3	1679556	1680938
NP_417640_1	NC_000913.3	3318636	3319979
NP_418395_1	NC_000913.3	4156849	4158222
NP_417398_1	NC_000913.3	3068807	3068172
NP_415019_1	NC_000913.3	512575	513867
NP_416822_1	NC_000913.3	2436648	2435635
NP_417891_1	NC_000913.3	3574877	3573774
NP_418613_2	NC_000913.3	4419624	4418560
NP_418614_4	NC_000913.3	4419979	4421376
NP_418615_1	NC_000913.3	4421392	4421697
NP_418616_1	NC_000913.3	4421707	4422171
NP_417409_1	NC_000913.3	3079329	3078886
NP_415349_1	NC_000913.3	866567	867532
NP_416281_1	NC_000913.3	1850859	1851875
NP_417432_1	NC_000913.3	3100727	3099681
NP_415200_1	NC_000913.3	699176	697512
NP_418200_1	NC_000913.3	3927154	3928146
NP_415970_4	NC_000913.3	1525979	1524480
NP_417959_4	NC_000913.3	3648934	3650223
NP_414673_1	NC_000913.3	146693	146313
NP_415185_1	NC_000913.3	685254	684529
NP_415186_1	NC_000913.3	685928	685254
NP_415187_1	NC_000913.3	686668	685928
NP_415188_1	NC_000913.3	687746	686838
NP_418666_1	NC_000913.3	4472394	4471459
NP_418665_1	NC_000913.3	4471446	4470985
NP_414543_1	NC_000913.3	336	2798
NP_418375_1	NC_000913.3	4129834	4132266
NP_418448_1	NC_000913.3	4233232	4231883
NP_417069_1	NC_000913.3	2710419	2712041
NP_418562_4	NC_000913.3	4368326	4366890
NP_417985_1	NC_000913.3	3683446	3682160
NP_418547_1	NC_000913.3	4348743	4347403
NP_418561_1	NC_000913.3	4366772	4365471
NP_418501_1	NC_000913.3	4294480	4295793
NP_415133_1	NC_000913.3	633585	634745
NP_415448_1	NC_000913.3	985708	984518
NP_416990_1	NC_000913.3	2617577	2617936
NP_415582_1	NC_000913.3	1124053	1123406
NP_417960_1	NC_000913.3	3650236	3650661
NP_416261_1	NC_000913.3	1830764	1829730
NP_416057_1	NC_000913.3	1627516	1628262
NP_416523_1	NC_000913.3	2090191	2091090
NP_418188_1	NC_000913.3	3917374	3915992
NP_418189_1	NC_000913.3	3918264	3917401
NP_418190_1	NC_000913.3	3919856	3918315
NP_418192_1	NC_000913.3	3920887	3920417
NP_418193_1	NC_000913.3	3921188	3920949
NP_418187_1	NC_000913.3	3915971	3915552
NP_418191_1	NC_000913.3	3920402	3919869
NP_418194_1	NC_000913.3	3922050	3921235
NP_418195_2	NC_000913.3	3922439	3922059
NP_415023_1	NC_000913.3	515918	516595
NP_414846_1	NC_000913.3	328732	327260
NP_418177_1	NC_000913.3	3903700	3902288
NP_415348_1	NC_000913.3	866363	865128
NP_418294_1	NC_000913.3	4041998	4041414
NP_418293_2	NC_000913.3	4041432	4040905
NP_418635_1	NC_000913.3	4436754	4437494
NP_416290_1	NC_000913.3	1861331	1860255
NP_415296_1	NC_000913.3	809343	810383
NP_414901_1	NC_000913.3	386970	387797
NP_415454_4	NC_000913.3	994831	994040
NP_415456_4	NC_000913.3	996943	995984
NP_414900_1	NC_000913.3	386206	386973
NP_415453_1	NC_000913.3	994043	993276
NP_414899_2	NC_000913.3	385231	386193
NP_416921_4	NC_000913.3	2544622	2543831
NP_415804_1	NC_000913.3	1351038	1350250
NP_415734_1	NC_000913.3	1271848	1270748
NP_418556_1	NC_000913.3	4360030	4358696
NP_417663_1	NC_000913.3	3340274	3341251
NP_415786_1	NC_000913.3	1328356	1327766
NP_414857_1	NC_000913.3	340164	341114
NP_415054_1	NC_000913.3	550438	551331
NP_417350_1	NC_000913.3	3011460	3012392
NP_414573_1	NC_000913.3	29650	30798
NP_414574_1	NC_000913.3	30816	34037
NP_417926_1	NC_000913.3	3606450	3608648
NP_415273_1	NC_000913.3	784822	783881
NP_418350_1	NC_000913.3	4106468	4107370
NP_415399_4	NC_000913.3	919234	920349
NP_417512_1	NC_000913.3	3182549	3183322
NP_418353_1	NC_000913.3	4109929	4110684
NP_415801_1	NC_000913.3	1346741	1344756
NP_416583_1	NC_000913.3	2164275	2164997
NP_416724_1	NC_000913.3	2321865	2323250
NP_417049_1	NC_000913.3	2688802	2687468
NP_417986_4	NC_000913.3	3685617	3683629
NP_415726_1	NC_000913.3	1262876	1262025
NP_416682_4	NC_000913.3	2272363	2274177
NP_416250_1	NC_000913.3	1819804	1819454
NP_416715_1	NC_000913.3	2308614	2306971
YP_026225_1	NC_000913.3	3629537	3626802
NP_416632_1	NC_000913.3	2216475	2215744
NP_416633_1	NC_000913.3	2217406	2216480
NP_416634_1	NC_000913.3	2218556	2217399
NP_416635_1	NC_000913.3	2219480	2218563
NP_415315_4	NC_000913.3	828980	827244
NP_414848_1	NC_000913.3	329462	331495
NP_416315_1	NC_000913.3	1883187	1884632
NP_414845_1	NC_000913.3	327246	325576
YP_026233_1	NC_000913.3	3757826	3756675
NP_418134_1	NC_000913.3	3858403	3856910
NP_417090_1	NC_000913.3	2737744	2738904
NP_417091_1	NC_000913.3	2740068	2738947
NP_416832_1	NC_000913.3	2447472	2446387
NP_418463_4	NC_000913.3	4252505	4253002
NP_415147_1	NC_000913.3	648034	647483
NP_415148_1	NC_000913.3	649570	648038
NP_415149_4	NC_000913.3	650489	649581
NP_415150_1	NC_000913.3	650782	650486
NP_415145_1	NC_000913.3	646579	645116
NP_418176_1	NC_000913.3	3902219	3900603
NP_415310_1	NC_000913.3	823738	822497
NP_415564_2	NC_000913.3	1106354	1107775
NP_415765_1	NC_000913.3	1308644	1307184
NP_414697_1	NC_000913.3	175106	176527
NP_416109_2	NC_000913.3	1665314	1666570
NP_416890_1	NC_000913.3	2509629	2510885
NP_416599_2	NC_000913.3	2177203	2176349
NP_416601_1	NC_000913.3	2178820	2180097
NP_414996_1	NC_000913.3	485618	484425
NP_416965_1	NC_000913.3	2587594	2590707
NP_417507_2	NC_000913.3	3178114	3179595
NP_414995_1	NC_000913.3	484402	481253
NP_417971_1	NC_000913.3	3660413	3663526
NP_418260_1	NC_000913.3	4001425	4002375
NP_414982_1	NC_000913.3	468870	470642
NP_415434_1	NC_000913.3	966620	968368
NP_416679_4	NC_000913.3	2268853	2269566
NP_415302_1	NC_000913.3	817043	818032
NP_415304_1	NC_000913.3	818569	819054
NP_416931_1	NC_000913.3	2553224	2554123
NP_417430_1	NC_000913.3	3097266	3098402
NP_418303_2	NC_000913.3	4052044	4053417
NP_415194_1	NC_000913.3	694954	693530
NP_417163_1	NC_000913.3	2804814	2806016
NP_417662_1	NC_000913.3	3340064	3339255
NP_417164_1	NC_000913.3	2806009	2807073
NP_417165_1	NC_000913.3	2807131	2808123
NP_414580_1	NC_000913.3	39114	37897
NP_414578_2	NC_000913.3	36161	35376
NP_418535_1	NC_000913.3	4330501	4332003
NP_414582_1	NC_000913.3	41930	40416
NP_414796_2	NC_000913.3	278801	277755
NP_415248_1	NC_000913.3	754467	753184
NP_414858_1	NC_000913.3	341124	342506
NP_414871_1	NC_000913.3	356170	357453
NP_417054_2	NC_000913.3	2697856	2697353
NP_414870_1	NC_000913.3	354921	356180
NP_416400_1	NC_000913.3	1972690	1971029
NP_418288_1	NC_000913.3	4030970	4028781
NP_417260_1	NC_000913.3	2909665	2908028
NP_414665_1	NC_000913.3	137082	138632
NP_418808_1	NC_000913.3	4630521	4628854
NP_415824_1	NC_000913.3	1369688	1370002
NP_416271_4	NC_000913.3	1839466	1840773
NP_414874_1	NC_000913.3	359488	359958
NP_414875_1	NC_000913.3	359991	361145
NP_415406_1	NC_000913.3	929194	927473
NP_415407_1	NC_000913.3	930961	929195
NP_416427_1	NC_000913.3	1997813	1997061
NP_416428_1	NC_000913.3	1998478	1997810
NP_416430_1	NC_000913.3	2000384	1999584
NP_416429_4	NC_000913.3	1999479	1998493
NP_416431_2	NC_000913.3	2001023	2000472
NP_417481_1	NC_000913.3	3152235	3153422
NP_418164_4	NC_000913.3	3888729	3890144
NP_416909_1	NC_000913.3	2532408	2533379
NP_416916_1	NC_000913.3	2539582	2538671
NP_416139_1	NC_000913.3	1700956	1702128
NP_417975_1	NC_000913.3	3669187	3667790
NP_415261_2	NC_000913.3	771457	773025
NP_415262_1	NC_000913.3	773041	774180
NP_415497_1	NC_000913.3	1037739	1039283
NP_415498_1	NC_000913.3	1039296	1040432
NP_416185_1	NC_000913.3	1750347	1749562
NP_414963_1	NC_000913.3	448045	447716
NP_414964_1	NC_000913.3	448659	448045
NP_414965_1	NC_000913.3	450640	448649
NP_414966_1	NC_000913.3	451609	450662
NP_416648_1	NC_000913.3	2231843	2232727
NP_415184_1	NC_000913.3	684411	683476
NP_416667_1	NC_000913.3	2255185	2254244
NP_416570_2	NC_000913.3	2142947	2142306
NP_415430_1	NC_000913.3	961200	961883
NP_415707_1	NC_000913.3	1237570	1238868
NP_417528_1	NC_000913.3	3201890	3203128
NP_418466_1	NC_000913.3	4256636	4257004
NP_417347_1	NC_000913.3	3007509	3008705
NP_417315_1	NC_000913.3	2978898	2977636
NP_418254_2	NC_000913.3	3994761	3995585
NP_417871_1	NC_000913.3	3544843	3544073
NP_418680_1	NC_000913.3	4484279	4483836
NP_414622_1	NC_000913.3	88027	89031
NP_414717_2	NC_000913.3	195676	196533
NP_415927_1	NC_000913.3	1478225	1479121
NP_417513_1	NC_000913.3	3184465	3183812
NP_416248_1	NC_000913.3	1818499	1817147
NP_416569_1	NC_000913.3	2142214	2141633
NP_416562_1	NC_000913.3	2132554	2132066
NP_416849_1	NC_000913.3	2465300	2466232
NP_416846_2	NC_000913.3	2461305	2462645
NP_418148_1	NC_000913.3	3874473	3873595
NP_418345_2	NC_000913.3	4101689	4102672
NP_416286_4	NC_000913.3	1856927	1855980
NP_417983_2	NC_000913.3	3679418	3680347
NP_415275_1	NC_000913.3	785632	786684
NP_416219_1	NC_000913.3	1788434	1789480
NP_417092_1	NC_000913.3	2741149	2740079
YP_026238_1	NC_000913.3	3873611	3872994
NP_418105_1	NC_000913.3	3821427	3822050
NP_414635_1	NC_000913.3	103154	103984
NP_414919_1	NC_000913.3	403702	404817
NP_414934_1	NC_000913.3	417888	419183
NP_415355_1	NC_000913.3	875334	876662
NP_415857_2	NC_000913.3	1407794	1406562
NP_416007_3	NC_000913.3	1567139	1565757
NP_416031_1	NC_000913.3	1603018	1604046
NP_416032_1	NC_000913.3	1604046	1605038
NP_416039_1	NC_000913.3	1611853	1610906
NP_416052_1	NC_000913.3	1623849	1622959
NP_416299_1	NC_000913.3	1870384	1871859
NP_416300_2	NC_000913.3	1872040	1873530
NP_416465_2	NC_000913.3	2028016	2026322
NP_416896_4	NC_000913.3	2517831	2515642
NP_417864_1	NC_000913.3	3536583	3535864
NP_415911_1	NC_000913.3	1457496	1458263
NP_416843_1	NC_000913.3	2459158	2457014
NP_418717_1	NC_000913.3	4524093	4522126
YP_026248_1	NC_000913.3	3953477	3955327
NP_418715_2	NC_000913.3	4520323	4519337
NP_415716_4	NC_000913.3	1249113	1247695
NP_415717_1	NC_000913.3	1249756	1249124
NP_415718_6	NC_000913.3	1250837	1249767
NP_415128_1	NC_000913.3	628550	629296
NP_415126_1	NC_000913.3	626069	627679
NP_414882_1	NC_000913.3	370276	371220
NP_414572_1	NC_000913.3	28373	29194
